Codigo_Venda,ID_Produto,ID_Fornecedor,Quantidade_Venda,Preco_Unitario,Custo_Frete
SO60299,567,4,1,742.35,18.5588
SO60301,585,5,1,742.35,18.5588
SO60615,568,6,1,742.35,18.5588
SO60688,569,7,1,742.35,18.5588
SO60689,566,8,1,742.35,18.5588
SO60750,569,9,1,742.35,18.5588
SO61363,570,10,1,742.35,18.5588
SO61474,569,11,1,742.35,18.5588
SO61528,570,12,1,742.35,18.5588
SO61589,567,13,1,742.35,18.5588
SO61721,569,14,1,742.35,18.5588
SO61722,571,15,1,742.35,18.5588
SO62224,586,16,1,742.35,18.5588
SO62680,585,17,1,742.35,18.5588
SO63050,570,18,1,742.35,18.5588
SO64109,569,19,1,742.35,18.5588
SO64664,568,20,1,742.35,18.5588
SO66195,568,21,1,742.35,18.5588
SO66308,571,22,1,742.35,18.5588
SO66550,571,23,1,742.35,18.5588
SO66753,565,24,1,742.35,18.5588
SO66874,565,25,1,742.35,18.5588
SO67005,565,26,1,742.35,18.5588
SO67192,570,27,1,742.35,18.5588
SO67466,565,28,1,742.35,18.5588
SO67830,567,29,1,742.35,18.5588
SO68072,567,1,1,742.35,18.5588
SO68389,572,2,1,742.35,18.5588
SO68725,571,3,1,742.35,18.5588
SO68794,567,4,1,742.35,18.5588
SO69227,571,5,1,742.35,18.5588
SO69851,567,6,1,742.35,18.5588
SO69993,585,7,1,742.35,18.5588
SO70229,567,8,1,742.35,18.5588
SO70231,567,9,1,742.35,18.5588
SO70299,570,10,1,742.35,18.5588
SO70654,569,11,1,742.35,18.5588
SO70924,569,12,1,742.35,18.5588
SO71079,571,13,1,742.35,18.5588
SO71269,569,14,1,742.35,18.5588
SO72335,572,15,1,742.35,18.5588
SO72419,570,16,1,742.35,18.5588
SO72497,566,17,1,742.35,18.5588
SO72627,565,18,1,742.35,18.5588
SO72925,567,19,1,742.35,18.5588
SO73079,566,20,1,742.35,18.5588
SO73242,568,21,1,742.35,18.5588
SO73397,586,22,1,742.35,18.5588
SO73768,567,23,1,742.35,18.5588
SO74078,571,24,1,742.35,18.5588
SO46685,377,25,1,2181.5625,54.5391
SO46693,373,26,1,2181.5625,54.5391
SO46694,373,27,1,2181.5625,54.5391
SO46734,375,28,1,2181.5625,54.5391
SO46751,377,29,1,2181.5625,54.5391
SO46763,375,1,1,2181.5625,54.5391
SO46771,377,2,1,2181.5625,54.5391
SO46774,375,3,1,2181.5625,54.5391
SO46780,379,4,1,2181.5625,54.5391
SO46782,371,5,1,2181.5625,54.5391
SO46785,373,6,1,2181.5625,54.5391
SO46813,379,7,1,2181.5625,54.5391
SO46814,371,8,1,2181.5625,54.5391
SO46834,379,9,1,2181.5625,54.5391
SO46838,375,10,1,2181.5625,54.5391
SO46913,375,11,1,2181.5625,54.5391
SO47079,375,12,1,2181.5625,54.5391
SO47086,373,13,1,2181.5625,54.5391
SO47104,379,14,1,2181.5625,54.5391
SO47122,371,15,1,2181.5625,54.5391
SO47125,375,16,1,2181.5625,54.5391
SO47126,371,17,1,2181.5625,54.5391
SO47133,379,18,1,2181.5625,54.5391
SO47137,371,19,1,2181.5625,54.5391
SO47139,375,20,1,2181.5625,54.5391
SO47147,375,21,1,2181.5625,54.5391
SO47191,379,22,1,2181.5625,54.5391
SO47200,373,23,1,2181.5625,54.5391
SO47228,375,24,1,2181.5625,54.5391
SO47248,375,25,1,2181.5625,54.5391
SO47258,377,26,1,2181.5625,54.5391
SO47265,375,27,1,2181.5625,54.5391
SO47309,377,28,1,2181.5625,54.5391
SO47318,375,29,1,2181.5625,54.5391
SO47320,377,1,1,2181.5625,54.5391
SO47324,377,2,1,2181.5625,54.5391
SO47325,373,3,1,2181.5625,54.5391
SO47326,379,4,1,2181.5625,54.5391
SO47467,371,5,1,2181.5625,54.5391
SO47488,379,6,1,2181.5625,54.5391
SO47529,377,7,1,2181.5625,54.5391
SO47582,373,8,1,2181.5625,54.5391
SO47637,371,9,1,2181.5625,54.5391
SO47733,375,10,1,2181.5625,54.5391
SO47760,371,11,1,2181.5625,54.5391
SO47789,375,12,1,2181.5625,54.5391
SO47882,375,13,1,2181.5625,54.5391
SO47949,377,14,1,2181.5625,54.5391
SO48192,377,15,1,2181.5625,54.5391
SO48239,373,16,1,2181.5625,54.5391
SO48280,377,17,1,2181.5625,54.5391
SO48281,371,18,1,2181.5625,54.5391
SO48464,375,19,1,2181.5625,54.5391
SO48508,377,20,1,2181.5625,54.5391
SO48526,375,21,1,2181.5625,54.5391
SO48571,377,22,1,2181.5625,54.5391
SO48579,379,23,1,2181.5625,54.5391
SO48617,371,24,1,2181.5625,54.5391
SO48670,377,25,1,2181.5625,54.5391
SO48898,373,26,1,2181.5625,54.5391
SO48979,375,27,1,2181.5625,54.5391
SO48992,379,28,1,2181.5625,54.5391
SO49171,375,29,1,2181.5625,54.5391
SO49251,377,1,1,2181.5625,54.5391
SO49305,371,2,1,2181.5625,54.5391
SO49306,373,3,1,2181.5625,54.5391
SO49354,373,4,1,2181.5625,54.5391
SO49391,379,5,1,2181.5625,54.5391
SO49910,371,6,1,2181.5625,54.5391
SO50154,373,7,1,2181.5625,54.5391
SO50167,371,8,1,2181.5625,54.5391
SO50434,375,9,1,2181.5625,54.5391
SO50532,371,10,1,2181.5625,54.5391
SO50556,377,11,1,2181.5625,54.5391
SO50570,377,12,1,2181.5625,54.5391
SO50649,371,13,1,2181.5625,54.5391
SO50898,371,14,1,2181.5625,54.5391
SO51056,375,15,1,2181.5625,54.5391
SO46690,368,16,1,2443.35,61.0838
SO46691,368,17,1,2443.35,61.0838
SO46704,370,18,1,2443.35,61.0838
SO46723,368,19,1,2443.35,61.0838
SO46746,368,20,1,2443.35,61.0838
SO46800,370,21,1,2443.35,61.0838
SO46850,370,22,1,2443.35,61.0838
SO46856,370,23,1,2443.35,61.0838
SO46859,370,24,1,2443.35,61.0838
SO46877,370,25,1,2443.35,61.0838
SO46890,368,26,1,2443.35,61.0838
SO47068,370,27,1,2443.35,61.0838
SO47180,370,28,1,2443.35,61.0838
SO47181,368,29,1,2443.35,61.0838
SO47226,368,1,1,2443.35,61.0838
SO47273,368,2,1,2443.35,61.0838
SO47284,368,3,1,2443.35,61.0838
SO47319,370,4,1,2443.35,61.0838
SO48166,368,5,1,2443.35,61.0838
SO48553,370,6,1,2443.35,61.0838
SO48880,368,7,1,2443.35,61.0838
SO49294,368,8,1,2443.35,61.0838
SO50365,370,9,1,2443.35,61.0838
SO50890,368,10,1,2443.35,61.0838
SO51229,378,11,1,2443.35,61.0838
SO51254,372,12,1,2443.35,61.0838
SO51488,374,13,1,2443.35,61.0838
SO51676,374,14,1,2443.35,61.0838
SO52006,376,15,1,2443.35,61.0838
SO52954,374,16,1,2443.35,61.0838
SO53050,374,17,1,2443.35,61.0838
SO53854,376,18,1,2443.35,61.0838
SO54233,376,19,1,2443.35,61.0838
SO54297,374,20,1,2443.35,61.0838
SO54966,378,21,1,2443.35,61.0838
SO54967,378,22,1,2443.35,61.0838
SO55130,378,23,1,2443.35,61.0838
SO55219,374,24,1,2443.35,61.0838
SO55437,372,25,1,2443.35,61.0838
SO55659,374,26,1,2443.35,61.0838
SO55910,380,27,1,2443.35,61.0838
SO56103,380,28,1,2443.35,61.0838
SO56421,380,29,1,2443.35,61.0838
SO56523,376,1,1,2443.35,61.0838
SO56678,374,2,1,2443.35,61.0838
SO56834,376,3,1,2443.35,61.0838
SO57225,372,4,1,2443.35,61.0838
SO57515,372,5,1,2443.35,61.0838
SO57664,372,6,1,2443.35,61.0838
SO58056,380,7,1,2443.35,61.0838
SO58057,380,8,1,2443.35,61.0838
SO58234,378,9,1,2443.35,61.0838
SO58274,372,10,1,2443.35,61.0838
SO59240,380,11,1,2443.35,61.0838
SO59319,374,12,1,2443.35,61.0838
SO59540,380,13,1,2443.35,61.0838
SO59799,372,14,1,2443.35,61.0838
SO60414,372,15,1,2443.35,61.0838
SO61150,378,16,1,2443.35,61.0838
SO62614,380,17,1,2443.35,61.0838
SO62615,380,18,1,2443.35,61.0838
SO63096,376,19,1,2443.35,61.0838
SO64100,380,20,1,2443.35,61.0838
SO64422,380,21,1,2443.35,61.0838
SO64423,372,22,1,2443.35,61.0838
SO65928,374,23,1,2443.35,61.0838
SO66541,374,24,1,2443.35,61.0838
SO69286,380,25,1,2443.35,61.0838
SO69616,376,26,1,2443.35,61.0838
SO71736,380,27,1,2443.35,61.0838
SO72395,374,28,1,2443.35,61.0838
SO73302,378,29,1,2443.35,61.0838
SO73909,380,1,1,2443.35,61.0838
SO51219,560,2,1,1214.85,30.3713
SO51330,578,3,1,1214.85,30.3713
SO51353,579,4,1,1214.85,30.3713
SO51434,578,5,1,1214.85,30.3713
SO51449,560,6,1,1214.85,30.3713
SO51565,560,7,1,1214.85,30.3713
SO53238,578,8,1,1214.85,30.3713
SO53657,577,9,1,1214.85,30.3713
SO54368,577,10,1,1214.85,30.3713
SO54520,578,11,1,1214.85,30.3713
SO54651,577,12,1,1214.85,30.3713
SO54811,578,13,1,1214.85,30.3713
SO55375,577,14,1,1214.85,30.3713
SO55376,560,15,1,1214.85,30.3713
SO55544,578,16,1,1214.85,30.3713
SO56117,560,17,1,1214.85,30.3713
SO57525,578,18,1,1214.85,30.3713
SO58010,560,19,1,1214.85,30.3713
SO58120,560,20,1,1214.85,30.3713
SO58464,579,21,1,1214.85,30.3713
SO58894,578,22,1,1214.85,30.3713
SO59335,577,23,1,1214.85,30.3713
SO59820,577,24,1,1214.85,30.3713
SO59821,577,25,1,1214.85,30.3713
SO60819,579,26,1,1214.85,30.3713
SO60941,578,27,1,1214.85,30.3713
SO62146,577,28,1,1214.85,30.3713
SO62278,579,29,1,1214.85,30.3713
SO62679,560,1,1,1214.85,30.3713
SO63488,579,2,1,1214.85,30.3713
SO64437,579,3,1,1214.85,30.3713
SO64438,578,4,1,1214.85,30.3713
SO64512,578,5,1,1214.85,30.3713
SO64778,577,6,1,1214.85,30.3713
SO65861,579,7,1,1214.85,30.3713
SO65944,578,8,1,1214.85,30.3713
SO66068,577,9,1,1214.85,30.3713
SO66492,579,10,1,1214.85,30.3713
SO66691,579,11,1,1214.85,30.3713
SO67006,577,12,1,1214.85,30.3713
SO67196,578,13,1,1214.85,30.3713
SO67468,577,14,1,1214.85,30.3713
SO67634,578,15,1,1214.85,30.3713
SO67752,578,16,1,1214.85,30.3713
SO68455,577,17,1,1214.85,30.3713
SO69077,577,18,1,1214.85,30.3713
SO69078,560,19,1,1214.85,30.3713
SO69379,578,20,1,1214.85,30.3713
SO69636,578,21,1,1214.85,30.3713
SO69928,579,22,1,1214.85,30.3713
SO69995,560,23,1,1214.85,30.3713
SO70077,578,24,1,1214.85,30.3713
SO70154,560,25,1,1214.85,30.3713
SO70230,578,26,1,1214.85,30.3713
SO70363,560,27,1,1214.85,30.3713
SO70582,577,28,1,1214.85,30.3713
SO70655,560,29,1,1214.85,30.3713
SO71200,577,1,1,1214.85,30.3713
SO71201,577,2,1,1214.85,30.3713
SO71334,560,3,1,1214.85,30.3713
SO71760,578,4,1,1214.85,30.3713
SO72332,578,5,1,1214.85,30.3713
SO72926,560,6,1,1214.85,30.3713
SO73165,578,7,1,1214.85,30.3713
SO73166,579,8,1,1214.85,30.3713
SO73316,578,9,1,1214.85,30.3713
SO73317,578,10,1,1214.85,30.3713
SO73479,579,11,1,1214.85,30.3713
SO74138,579,12,1,1214.85,30.3713
SO43700,336,13,1,699.0982,17.4775
SO43726,332,14,1,699.0982,17.4775
SO43730,346,15,1,3399.99,84.9998
SO43771,330,16,1,699.0982,17.4775
SO43943,338,17,1,699.0982,17.4775
SO44002,336,18,1,699.0982,17.4775
SO44038,344,19,1,3399.99,84.9998
SO44047,344,20,1,3399.99,84.9998
SO44066,344,21,1,3399.99,84.9998
SO44172,338,22,1,699.0982,17.4775
SO44186,347,23,1,3399.99,84.9998
SO44204,336,24,1,699.0982,17.4775
SO44208,347,25,1,3399.99,84.9998
SO44219,338,26,1,699.0982,17.4775
SO44255,340,27,1,699.0982,17.4775
SO44269,326,28,1,699.0982,17.4775
SO44341,348,29,1,3374.99,84.3748
SO44346,336,1,1,699.0982,17.4775
SO44353,326,2,1,699.0982,17.4775
SO44354,336,3,1,699.0982,17.4775
SO44396,345,4,1,3399.99,84.9998
SO44397,330,5,1,699.0982,17.4775
SO44474,330,6,1,699.0982,17.4775
SO44480,350,7,1,3374.99,84.3748
SO44573,347,8,1,3399.99,84.9998
SO44648,344,9,1,3399.99,84.9998
SO44649,344,10,1,3399.99,84.9998
SO44661,336,11,1,699.0982,17.4775
SO44669,350,12,1,3374.99,84.3748
SO44708,350,13,1,3374.99,84.3748
SO44717,336,14,1,699.0982,17.4775
SO44725,345,15,1,3399.99,84.9998
SO44726,332,16,1,699.0982,17.4775
SO44834,350,17,1,3374.99,84.3748
SO44894,348,18,1,3374.99,84.3748
SO44895,351,19,1,3374.99,84.3748
SO44910,344,20,1,3399.99,84.9998
SO44911,349,21,1,3374.99,84.3748
SO44920,338,22,1,699.0982,17.4775
SO44952,349,23,1,3374.99,84.3748
SO44963,346,24,1,3399.99,84.9998
SO44964,334,25,1,699.0982,17.4775
SO44965,332,26,1,699.0982,17.4775
SO44978,322,27,1,699.0982,17.4775
SO44990,338,28,1,699.0982,17.4775
SO44998,340,29,1,699.0982,17.4775
SO45089,351,1,1,3374.99,84.3748
SO45115,348,2,1,3374.99,84.3748
SO45132,350,3,1,3374.99,84.3748
SO45161,349,4,1,3374.99,84.3748
SO45225,338,5,1,699.0982,17.4775
SO45226,342,6,1,699.0982,17.4775
SO45256,336,7,1,699.0982,17.4775
SO45347,342,8,1,699.0982,17.4775
SO45406,351,9,1,3374.99,84.3748
SO45493,320,10,1,699.0982,17.4775
SO45504,340,11,1,699.0982,17.4775
SO45513,348,12,1,3374.99,84.3748
SO45597,328,13,1,699.0982,17.4775
SO45633,351,14,1,3374.99,84.3748
SO45638,324,15,1,699.0982,17.4775
SO45647,347,16,1,3399.99,84.9998
SO45659,349,17,1,3374.99,84.3748
SO45665,346,18,1,3399.99,84.9998
SO45666,326,19,1,699.0982,17.4775
SO45688,320,20,1,699.0982,17.4775
SO45698,326,21,1,699.0982,17.4775
SO45699,336,22,1,699.0982,17.4775
SO45751,340,23,1,699.0982,17.4775
SO45818,328,24,1,699.0982,17.4775
SO45847,345,25,1,3399.99,84.9998
SO45848,340,26,1,699.0982,17.4775
SO45870,349,27,1,3374.99,84.3748
SO45886,348,28,1,3374.99,84.3748
SO45887,330,29,1,699.0982,17.4775
SO45913,344,1,1,3399.99,84.9998
SO45936,349,2,1,3374.99,84.3748
SO45939,334,3,1,699.0982,17.4775
SO45948,342,4,1,699.0982,17.4775
SO45975,324,5,1,699.0982,17.4775
SO45997,324,6,1,699.0982,17.4775
SO46019,340,7,1,699.0982,17.4775
SO46116,332,8,1,699.0982,17.4775
SO46126,334,9,1,699.0982,17.4775
SO46127,334,10,1,699.0982,17.4775
SO46143,347,11,1,3399.99,84.9998
SO46144,350,12,1,3374.99,84.3748
SO46151,351,13,1,3374.99,84.3748
SO46157,345,14,1,3399.99,84.9998
SO46197,347,15,1,3399.99,84.9998
SO46198,344,16,1,3399.99,84.9998
SO46207,348,17,1,3374.99,84.3748
SO46222,336,18,1,699.0982,17.4775
SO46223,326,19,1,699.0982,17.4775
SO46224,328,20,1,699.0982,17.4775
SO46247,334,21,1,699.0982,17.4775
SO46248,324,22,1,699.0982,17.4775
SO46273,351,23,1,3374.99,84.3748
SO46274,350,24,1,3374.99,84.3748
SO46281,347,25,1,3399.99,84.9998
SO46282,345,26,1,3399.99,84.9998
SO46283,351,27,1,3374.99,84.3748
SO46290,351,28,1,3374.99,84.3748
SO46316,351,29,1,3374.99,84.3748
SO46317,334,1,1,699.0982,17.4775
SO46320,351,2,1,3374.99,84.3748
SO46414,338,3,1,699.0982,17.4775
SO46426,344,4,1,3399.99,84.9998
SO46432,342,5,1,699.0982,17.4775
SO46480,347,6,1,3399.99,84.9998
SO46487,338,7,1,699.0982,17.4775
SO46504,342,8,1,699.0982,17.4775
SO46524,351,9,1,3374.99,84.3748
SO46533,348,10,1,3374.99,84.3748
SO46550,350,11,1,3374.99,84.3748
SO46551,330,12,1,699.0982,17.4775
SO46552,328,13,1,699.0982,17.4775
SO46560,344,14,1,3399.99,84.9998
SO46601,345,15,1,3399.99,84.9998
SO46732,385,16,1,1000.4375,25.0109
SO46748,360,17,1,2049.0982,51.2275
SO46756,383,18,1,1000.4375,25.0109
SO46760,387,19,1,1000.4375,25.0109
SO46764,360,20,1,2049.0982,51.2275
SO46796,360,21,1,2049.0982,51.2275
SO46899,381,22,1,1000.4375,25.0109
SO47069,383,23,1,1000.4375,25.0109
SO47080,360,24,1,2049.0982,51.2275
SO47120,381,25,1,1000.4375,25.0109
SO47158,360,26,1,2049.0982,51.2275
SO47236,385,27,1,1000.4375,25.0109
SO47295,387,28,1,1000.4375,25.0109
SO47296,385,29,1,1000.4375,25.0109
SO47522,387,1,1,1000.4375,25.0109
SO47591,360,2,1,2049.0982,51.2275
SO47598,358,3,1,2049.0982,51.2275
SO47607,389,4,1,1000.4375,25.0109
SO47613,387,5,1,1000.4375,25.0109
SO47621,385,6,1,1000.4375,25.0109
SO47754,389,7,1,1000.4375,25.0109
SO47766,358,8,1,2049.0982,51.2275
SO47780,381,9,1,1000.4375,25.0109
SO47814,360,10,1,2049.0982,51.2275
SO47848,358,11,1,2049.0982,51.2275
SO47894,358,12,1,2049.0982,51.2275
SO47915,360,13,1,2049.0982,51.2275
SO47923,358,14,1,2049.0982,51.2275
SO47934,385,15,1,1000.4375,25.0109
SO47947,387,16,1,1000.4375,25.0109
SO47957,389,17,1,1000.4375,25.0109
SO48111,383,18,1,1000.4375,25.0109
SO48125,389,19,1,1000.4375,25.0109
SO48182,360,20,1,2049.0982,51.2275
SO48223,383,21,1,1000.4375,25.0109
SO48403,383,22,1,1000.4375,25.0109
SO48410,358,23,1,2049.0982,51.2275
SO48413,383,24,1,1000.4375,25.0109
SO48426,383,25,1,1000.4375,25.0109
SO48427,389,26,1,1000.4375,25.0109
SO48430,360,27,1,2049.0982,51.2275
SO48495,360,28,1,2049.0982,51.2275
SO48542,360,29,1,2049.0982,51.2275
SO48558,360,1,1,2049.0982,51.2275
SO48565,358,2,1,2049.0982,51.2275
SO48644,387,3,1,1000.4375,25.0109
SO48709,381,4,1,1000.4375,25.0109
SO48923,383,5,1,1000.4375,25.0109
SO48932,385,6,1,1000.4375,25.0109
SO48967,387,7,1,1000.4375,25.0109
SO49011,358,8,1,2049.0982,51.2275
SO49036,360,9,1,2049.0982,51.2275
SO49179,381,10,1,1000.4375,25.0109
SO49309,381,11,1,1000.4375,25.0109
SO49360,358,12,1,2049.0982,51.2275
SO49378,360,13,1,2049.0982,51.2275
SO49379,360,14,1,2049.0982,51.2275
SO49407,389,15,1,1000.4375,25.0109
SO49420,389,16,1,1000.4375,25.0109
SO49434,381,17,1,1000.4375,25.0109
SO49441,358,18,1,2049.0982,51.2275
SO49601,389,19,1,1000.4375,25.0109
SO49610,358,20,1,2049.0982,51.2275
SO49678,358,21,1,2049.0982,51.2275
SO49712,360,22,1,2049.0982,51.2275
SO49741,389,23,1,1000.4375,25.0109
SO49759,389,24,1,1000.4375,25.0109
SO49816,387,25,1,1000.4375,25.0109
SO49906,360,26,1,2049.0982,51.2275
SO49937,358,27,1,2049.0982,51.2275
SO49942,385,28,1,1000.4375,25.0109
SO49951,360,29,1,2049.0982,51.2275
SO49982,383,1,1,1000.4375,25.0109
SO50025,387,2,1,1000.4375,25.0109
SO50058,381,3,1,1000.4375,25.0109
SO50059,385,4,1,1000.4375,25.0109
SO50138,389,5,1,1000.4375,25.0109
SO50143,360,6,1,2049.0982,51.2275
SO50342,360,7,1,2049.0982,51.2275
SO50353,385,8,1,1000.4375,25.0109
SO50363,358,9,1,2049.0982,51.2275
SO50373,358,10,1,2049.0982,51.2275
SO50405,387,11,1,1000.4375,25.0109
SO50412,358,12,1,2049.0982,51.2275
SO50429,387,13,1,1000.4375,25.0109
SO50452,360,14,1,2049.0982,51.2275
SO50472,358,15,1,2049.0982,51.2275
SO50485,360,16,1,2049.0982,51.2275
SO50498,389,17,1,1000.4375,25.0109
SO50542,385,18,1,1000.4375,25.0109
SO50564,360,19,1,2049.0982,51.2275
SO50589,358,20,1,2049.0982,51.2275
SO50767,389,21,1,1000.4375,25.0109
SO50775,358,22,1,2049.0982,51.2275
SO50784,383,23,1,1000.4375,25.0109
SO50793,383,24,1,1000.4375,25.0109
SO50805,385,25,1,1000.4375,25.0109
SO50809,387,26,1,1000.4375,25.0109
SO50832,381,27,1,1000.4375,25.0109
SO50836,358,28,1,2049.0982,51.2275
SO50868,383,29,1,1000.4375,25.0109
SO50895,360,1,1,2049.0982,51.2275
SO50953,387,2,1,1000.4375,25.0109
SO50974,381,3,1,1000.4375,25.0109
SO50986,383,4,1,1000.4375,25.0109
SO50987,387,5,1,1000.4375,25.0109
SO51001,358,6,1,2049.0982,51.2275
SO51010,358,7,1,2049.0982,51.2275
SO51058,385,8,1,1000.4375,25.0109
SO51064,358,9,1,2049.0982,51.2275
SO51065,360,10,1,2049.0982,51.2275
SO51209,593,11,1,564.99,14.1248
SO51487,595,12,1,564.99,14.1248
SO51551,595,13,1,564.99,14.1248
SO51626,593,14,1,564.99,14.1248
SO51944,473,15,1,63.5,1.5875
SO51968,483,16,1,120,3
SO52056,594,17,1,564.99,14.1248
SO52067,484,18,1,7.95,0.1988
SO52122,488,19,1,53.99,1.3498
SO52163,214,20,1,34.99,0.8748
SO52333,489,21,1,53.99,1.3498
SO52335,480,22,1,2.29,0.0573
SO52371,480,23,1,2.29,0.0573
SO52372,480,24,1,2.29,0.0573
SO52451,594,25,1,564.99,14.1248
SO52524,217,26,1,34.99,0.8748
SO52578,217,27,1,34.99,0.8748
SO52684,538,28,1,21.49,0.5373
SO52734,217,29,1,34.99,0.8748
SO52786,480,1,1,2.29,0.0573
SO52790,538,2,1,21.49,0.5373
SO52852,217,3,1,34.99,0.8748
SO52931,484,4,1,7.95,0.1988
SO52934,490,5,1,53.99,1.3498
SO53090,538,6,1,21.49,0.5373
SO53253,538,7,1,21.49,0.5373
SO53360,483,8,1,120,3
SO53363,538,9,1,21.49,0.5373
SO53415,538,10,1,21.49,0.5373
SO53886,480,11,1,2.29,0.0573
SO53922,465,12,1,24.49,0.6123
SO53980,484,13,1,7.95,0.1988
SO53981,222,14,1,34.99,0.8748
SO53992,488,15,1,53.99,1.3498
SO54050,488,16,1,53.99,1.3498
SO54088,595,17,1,564.99,14.1248
SO54191,484,18,1,7.95,0.1988
SO54210,538,19,1,21.49,0.5373
SO54380,228,20,1,49.99,1.2498
SO54545,463,21,1,24.49,0.6123
SO54832,538,22,1,21.49,0.5373
SO54884,222,23,1,34.99,0.8748
SO54885,222,24,1,34.99,0.8748
SO54987,480,25,1,2.29,0.0573
SO54988,480,26,1,2.29,0.0573
SO55094,234,27,1,49.99,1.2498
SO55143,483,28,1,120,3
SO55149,538,29,1,21.49,0.5373
SO55150,538,1,1,21.49,0.5373
SO55343,538,2,1,21.49,0.5373
SO55557,484,3,1,7.95,0.1988
SO55593,593,4,1,564.99,14.1248
SO55595,594,5,1,564.99,14.1248
SO55596,594,6,1,564.99,14.1248
SO55688,489,7,1,53.99,1.3498
SO55690,491,8,1,53.99,1.3498
SO55790,594,9,1,564.99,14.1248
SO55791,595,10,1,564.99,14.1248
SO55935,237,11,1,49.99,1.2498
SO56055,595,12,1,564.99,14.1248
SO56173,591,13,1,564.99,14.1248
SO56213,592,14,1,564.99,14.1248
SO56237,538,15,1,21.49,0.5373
SO56285,538,16,1,21.49,0.5373
SO56294,481,17,1,8.99,0.2248
SO56379,484,18,1,7.95,0.1988
SO56626,481,19,1,8.99,0.2248
SO56651,489,20,1,53.99,1.3498
SO56706,491,21,1,53.99,1.3498
SO56707,237,22,1,49.99,1.2498
SO56765,234,23,1,49.99,1.2498
SO56867,538,24,1,21.49,0.5373
SO57201,234,25,1,49.99,1.2498
SO57254,480,26,1,2.29,0.0573
SO57330,472,27,1,63.5,1.5875
SO57440,538,28,1,21.49,0.5373
SO57464,595,29,1,564.99,14.1248
SO57492,483,1,1,120,3
SO57493,480,2,1,2.29,0.0573
SO57691,484,3,1,7.95,0.1988
SO57692,234,4,1,49.99,1.2498
SO57748,237,5,1,49.99,1.2498
SO57791,237,6,1,49.99,1.2498
SO58142,488,7,1,53.99,1.3498
SO58174,592,8,1,564.99,14.1248
SO58175,593,9,1,564.99,14.1248
SO58255,491,10,1,53.99,1.3498
SO58259,538,11,1,21.49,0.5373
SO58395,595,12,1,564.99,14.1248
SO58418,217,13,1,34.99,0.8748
SO58427,538,14,1,21.49,0.5373
SO58434,481,15,1,8.99,0.2248
SO58475,484,16,1,7.95,0.1988
SO58492,480,17,1,2.29,0.0573
SO58522,594,18,1,564.99,14.1248
SO58651,538,19,1,21.49,0.5373
SO58777,484,20,1,7.95,0.1988
SO58790,538,21,1,21.49,0.5373
SO58791,538,22,1,21.49,0.5373
SO58853,538,23,1,21.49,0.5373
SO58860,471,24,1,63.5,1.5875
SO58884,593,25,1,564.99,14.1248
SO59090,488,26,1,53.99,1.3498
SO59113,591,27,1,564.99,14.1248
SO59152,237,28,1,49.99,1.2498
SO59262,472,29,1,63.5,1.5875
SO59320,592,1,1,564.99,14.1248
SO59349,237,2,1,49.99,1.2498
SO59420,538,3,1,21.49,0.5373
SO59873,594,4,1,564.99,14.1248
SO60196,491,5,1,53.99,1.3498
SO60197,480,6,1,2.29,0.0573
SO60264,234,7,1,49.99,1.2498
SO60340,538,8,1,21.49,0.5373
SO60458,484,9,1,7.95,0.1988
SO60470,538,10,1,21.49,0.5373
SO60575,214,11,1,34.99,0.8748
SO60576,488,12,1,53.99,1.3498
SO61116,480,13,1,2.29,0.0573
SO61269,217,14,1,34.99,0.8748
SO61280,214,15,1,34.99,0.8748
SO61282,480,16,1,2.29,0.0573
SO61284,538,17,1,21.49,0.5373
SO61551,214,18,1,34.99,0.8748
SO61553,231,19,1,49.99,1.2498
SO61554,538,20,1,21.49,0.5373
SO61836,594,21,1,564.99,14.1248
SO61863,234,22,1,49.99,1.2498
SO62233,222,23,1,34.99,0.8748
SO62269,471,24,1,63.5,1.5875
SO62296,488,25,1,53.99,1.3498
SO62330,592,26,1,564.99,14.1248
SO62442,594,27,1,564.99,14.1248
SO62531,479,28,1,8.99,0.2248
SO62592,538,29,1,21.49,0.5373
SO62704,488,17,1,53.99,1.3498
SO62751,214,18,1,34.99,0.8748
SO62795,465,19,1,24.49,0.6123
SO62832,538,20,1,21.49,0.5373
SO62877,214,21,1,34.99,0.8748
SO62960,538,22,1,21.49,0.5373
SO63088,481,23,1,8.99,0.2248
SO63097,595,24,1,564.99,14.1248
SO63430,217,25,1,34.99,0.8748
SO63432,217,26,1,34.99,0.8748
SO63531,591,27,1,564.99,14.1248
SO63563,222,28,1,34.99,0.8748
SO63566,538,29,1,21.49,0.5373
SO63772,538,17,1,21.49,0.5373
SO63806,472,18,1,63.5,1.5875
SO63882,484,19,1,7.95,0.1988
SO63978,591,20,1,564.99,14.1248
SO63998,479,21,1,8.99,0.2248
SO64074,480,22,1,2.29,0.0573
SO64101,595,23,1,564.99,14.1248
SO64193,538,24,1,21.49,0.5373
SO64549,222,25,1,34.99,0.8748
SO64550,490,26,1,53.99,1.3498
SO64559,472,27,1,63.5,1.5875
SO64585,591,28,1,564.99,14.1248
SO64620,488,29,1,53.99,1.3498
SO64624,538,30,1,21.49,0.5373
SO64669,472,31,1,63.5,1.5875
SO64729,484,32,1,7.95,0.1988
SO64739,480,33,1,2.29,0.0573
SO64742,538,34,1,21.49,0.5373
