Codigo_Venda,ID_Produto,Quantidade_Venda,Preco_Unitario,Custo_Frete,Data_Venda
SO67754,486,1,159,3.975,2013-10-04 0:00
SO67756,228,1,49.99,1.2498,2013-10-04 0:00
SO67830,234,1,49.99,1.2498,2013-10-05 0:00
SO67940,478,1,9.99,0.2498,2013-10-07 0:00
SO68239,491,1,53.99,1.3498,2013-10-12 0:00
SO68248,477,1,4.99,0.1248,2013-10-12 0:00
SO68249,485,1,21.98,0.5495,2013-10-12 0:00
SO68374,491,1,53.99,1.3498,2013-10-14 0:00
SO68376,473,1,63.5,1.5875,2013-10-14 0:00
SO68389,488,1,53.99,1.3498,2013-10-14 0:00
SO68488,228,1,49.99,1.2498,2013-10-16 0:00
SO68510,478,1,9.99,0.2498,2013-10-16 0:00
SO68589,473,1,63.5,1.5875,2013-10-17 0:00
SO68596,477,1,4.99,0.1248,2013-10-17 0:00
SO68639,478,1,9.99,0.2498,2013-10-18 0:00
SO68658,234,1,49.99,1.2498,2013-10-18 0:00
SO68858,484,1,7.95,0.1988,2013-10-21 0:00
SO68904,482,1,8.99,0.2248,2013-10-22 0:00
SO68941,477,1,4.99,0.1248,2013-10-22 0:00
SO69017,487,1,54.99,1.3748,2013-10-23 0:00
SO69059,477,1,4.99,0.1248,2013-10-24 0:00
SO69105,231,1,49.99,1.2498,2013-10-25 0:00
SO69145,491,1,53.99,1.3498,2013-10-25 0:00
SO69217,485,1,21.98,0.5495,2013-10-26 0:00
SO69218,478,1,9.99,0.2498,2013-10-26 0:00
SO69227,488,1,53.99,1.3498,2013-10-26 0:00
SO69232,491,1,53.99,1.3498,2013-10-26 0:00
SO69287,482,1,8.99,0.2248,2013-10-27 0:00
SO69293,477,1,4.99,0.1248,2013-10-27 0:00
SO69334,473,1,63.5,1.5875,2013-10-28 0:00
SO69369,487,1,54.99,1.3748,2013-10-28 0:00
SO69617,471,1,63.5,1.5875,2013-10-29 0:00
SO69676,487,1,54.99,1.3748,2013-10-30 0:00
SO69704,478,1,9.99,0.2498,2013-10-30 0:00
SO69711,484,1,7.95,0.1988,2013-10-30 0:00
SO69834,488,1,53.99,1.3498,2013-11-01 0:00
SO69853,234,1,49.99,1.2498,2013-11-01 0:00
SO69856,489,1,53.99,1.3498,2013-11-01 0:00
SO69964,228,1,49.99,1.2498,2013-11-03 0:00
SO69978,234,1,49.99,1.2498,2013-11-03 0:00
SO69993,477,1,4.99,0.1248,2013-11-03 0:00
SO69995,237,1,49.99,1.2498,2013-11-03 0:00
SO70106,484,1,7.95,0.1988,2013-11-05 0:00
SO70139,228,1,49.99,1.2498,2013-11-05 0:00
SO70221,483,1,120,3,2013-11-06 0:00
SO70234,484,1,7.95,0.1988,2013-11-06 0:00
SO70237,228,1,49.99,1.2498,2013-11-06 0:00
SO70275,477,1,4.99,0.1248,2013-11-07 0:00
SO70292,477,1,4.99,0.1248,2013-11-07 0:00
SO70417,237,1,49.99,1.2498,2013-11-09 0:00
SO70442,477,1,4.99,0.1248,2013-11-09 0:00
SO70515,477,1,4.99,0.1248,2013-11-10 0:00
SO70537,490,1,53.99,1.3498,2013-11-11 0:00
SO70654,491,1,53.99,1.3498,2013-11-12 0:00
SO70772,483,1,120,3,2013-11-14 0:00
SO70850,477,1,4.99,0.1248,2013-11-15 0:00
SO70853,234,1,49.99,1.2498,2013-11-15 0:00
SO70855,484,1,7.95,0.1988,2013-11-15 0:00
SO70913,234,1,49.99,1.2498,2013-11-16 0:00
SO70926,491,1,53.99,1.3498,2013-11-16 0:00
SO70985,472,1,63.5,1.5875,2013-11-17 0:00
SO71077,482,1,8.99,0.2248,2013-11-18 0:00
SO71079,479,1,8.99,0.2248,2013-11-18 0:00
SO71115,231,1,49.99,1.2498,2013-11-19 0:00
SO71125,487,1,54.99,1.3748,2013-11-19 0:00
SO71137,487,1,54.99,1.3748,2013-11-19 0:00
SO71201,488,1,53.99,1.3498,2013-11-20 0:00
SO71272,477,1,4.99,0.1248,2013-11-21 0:00
SO71438,491,1,53.99,1.3498,2013-11-24 0:00
SO71669,484,1,7.95,0.1988,2013-11-27 0:00
SO71738,228,1,49.99,1.2498,2013-11-28 0:00
SO71967,482,1,8.99,0.2248,2013-11-29 0:00
SO72040,234,1,49.99,1.2498,2013-11-30 0:00
SO72095,485,1,21.98,0.5495,2013-12-01 0:00
SO72109,237,1,49.99,1.2498,2013-12-01 0:00
SO72160,478,1,9.99,0.2498,2013-12-02 0:00
SO72255,487,1,54.99,1.3748,2013-12-03 0:00
SO72314,487,1,54.99,1.3748,2013-12-04 0:00
SO72320,478,1,9.99,0.2498,2013-12-04 0:00
SO72335,477,1,4.99,0.1248,2013-12-04 0:00
SO72400,477,1,4.99,0.1248,2013-12-05 0:00
SO72406,477,1,4.99,0.1248,2013-12-05 0:00
SO72453,477,1,4.99,0.1248,2013-12-06 0:00
SO72546,487,1,54.99,1.3748,2013-12-07 0:00
SO72569,473,1,63.5,1.5875,2013-12-07 0:00
SO72716,487,1,54.99,1.3748,2013-12-09 0:00
SO72744,484,1,7.95,0.1988,2013-12-10 0:00
SO72807,484,1,7.95,0.1988,2013-12-11 0:00
SO73017,234,1,49.99,1.2498,2013-12-13 0:00
SO73157,477,1,4.99,0.1248,2013-12-15 0:00
SO73225,485,1,21.98,0.5495,2013-12-16 0:00
SO73248,231,1,49.99,1.2498,2013-12-16 0:00
SO73302,484,1,7.95,0.1988,2013-12-17 0:00
SO73303,478,1,9.99,0.2498,2013-12-17 0:00
SO73320,482,1,8.99,0.2248,2013-12-17 0:00
SO73378,487,1,54.99,1.3748,2013-12-18 0:00
SO73403,487,1,54.99,1.3748,2013-12-18 0:00
SO73467,484,1,7.95,0.1988,2013-12-19 0:00
SO73485,487,1,54.99,1.3748,2013-12-19 0:00
SO73527,478,1,9.99,0.2498,2013-12-20 0:00
SO73553,477,1,4.99,0.1248,2013-12-20 0:00
SO73554,487,1,54.99,1.3748,2013-12-20 0:00
SO73757,483,1,120,3,2013-12-23 0:00
SO73840,484,1,7.95,0.1988,2013-12-24 0:00
SO73967,483,1,120,3,2013-12-26 0:00
SO73994,477,1,4.99,0.1248,2013-12-26 0:00
SO74064,487,1,54.99,1.3748,2013-12-27 0:00
SO74079,488,1,53.99,1.3498,2013-12-27 0:00
SO74086,486,1,159,3.975,2013-12-27 0:00
SO74111,484,1,7.95,0.1988,2013-12-28 0:00
SO74129,477,1,4.99,0.1248,2013-12-28 0:00
SO74265,484,1,7.95,0.1988,2014-01-01 0:00
SO74670,234,1,49.99,1.2498,2014-01-14 0:00
SO74760,484,1,7.95,0.1988,2014-01-17 0:00
SO74816,237,1,49.99,1.2498,2014-01-19 0:00
SO74946,237,1,49.99,1.2498,2014-01-23 0:00
SO75105,234,1,49.99,1.2498,2014-01-28 0:00
SO51209,465,1,24.49,0.6123,2012-12-30 0:00
SO51219,463,1,24.49,0.6123,2012-12-30 0:00
SO51654,467,1,24.49,0.6123,2013-01-25 0:00
SO52175,467,1,24.49,0.6123,2013-02-03 0:00
SO52722,463,1,24.49,0.6123,2013-02-13 0:00
SO53064,465,1,24.49,0.6123,2013-02-20 0:00
SO53125,465,1,24.49,0.6123,2013-02-21 0:00
SO53144,463,1,24.49,0.6123,2013-02-22 0:00
SO53234,463,1,24.49,0.6123,2013-02-23 0:00
SO53363,465,1,24.49,0.6123,2013-02-26 0:00
SO53389,465,1,24.49,0.6123,2013-02-26 0:00
SO54024,463,1,24.49,0.6123,2013-03-07 0:00
SO54308,463,1,24.49,0.6123,2013-03-12 0:00
SO54509,465,1,24.49,0.6123,2013-03-16 0:00
SO55593,467,1,24.49,0.6123,2013-04-03 0:00
SO55906,465,1,24.49,0.6123,2013-04-08 0:00
SO56613,467,1,24.49,0.6123,2013-04-22 0:00
SO56888,465,1,24.49,0.6123,2013-04-27 0:00
SO56905,467,1,24.49,0.6123,2013-04-27 0:00
SO58220,463,1,24.49,0.6123,2013-05-18 0:00
SO59243,463,1,24.49,0.6123,2013-06-01 0:00
SO59775,465,1,24.49,0.6123,2013-06-09 0:00
SO60015,467,1,24.49,0.6123,2013-06-12 0:00
SO60018,465,1,24.49,0.6123,2013-06-12 0:00
SO60136,467,1,24.49,0.6123,2013-06-14 0:00
SO60536,463,1,24.49,0.6123,2013-06-20 0:00
SO60731,465,1,24.49,0.6123,2013-06-23 0:00
SO60922,465,1,24.49,0.6123,2013-06-26 0:00
SO60941,463,1,24.49,0.6123,2013-06-26 0:00
SO61017,465,1,24.49,0.6123,2013-06-27 0:00
SO61147,465,1,24.49,0.6123,2013-06-29 0:00
SO61608,467,1,24.49,0.6123,2013-07-06 0:00
SO61836,467,1,24.49,0.6123,2013-07-09 0:00
SO61872,465,1,24.49,0.6123,2013-07-10 0:00
SO62443,465,1,24.49,0.6123,2013-07-19 0:00
SO62548,467,1,24.49,0.6123,2013-07-21 0:00
SO62648,463,1,24.49,0.6123,2013-07-23 0:00
SO62744,465,1,24.49,0.6123,2013-07-24 0:00
SO62855,465,1,24.49,0.6123,2013-07-26 0:00
SO63598,463,1,24.49,0.6123,2013-08-04 0:00
SO64112,465,1,24.49,0.6123,2013-08-12 0:00
SO64157,467,1,24.49,0.6123,2013-08-13 0:00
SO64259,463,1,24.49,0.6123,2013-08-15 0:00
SO64368,463,1,24.49,0.6123,2013-08-16 0:00
SO64696,467,1,24.49,0.6123,2013-08-21 0:00
SO65014,467,1,24.49,0.6123,2013-08-26 0:00
SO65822,467,1,24.49,0.6123,2013-09-06 0:00
SO66338,463,1,24.49,0.6123,2013-09-14 0:00
SO66686,465,1,24.49,0.6123,2013-09-19 0:00
SO66718,463,1,24.49,0.6123,2013-09-20 0:00
SO66864,463,1,24.49,0.6123,2013-09-22 0:00
SO67433,467,1,24.49,0.6123,2013-09-30 0:00
SO68073,463,1,24.49,0.6123,2013-10-09 0:00
SO68418,465,1,24.49,0.6123,2013-10-15 0:00
SO68856,465,1,24.49,0.6123,2013-10-21 0:00
SO69622,465,1,24.49,0.6123,2013-10-29 0:00
SO69713,465,1,24.49,0.6123,2013-10-30 0:00
SO69855,465,1,24.49,0.6123,2013-11-01 0:00
SO69928,467,1,24.49,0.6123,2013-11-02 0:00
SO70077,463,1,24.49,0.6123,2013-11-04 0:00
SO70129,467,1,24.49,0.6123,2013-11-05 0:00
SO70231,465,1,24.49,0.6123,2013-11-06 0:00
SO70582,467,1,24.49,0.6123,2013-11-11 0:00
SO71256,467,1,24.49,0.6123,2013-11-21 0:00
SO72372,465,1,24.49,0.6123,2013-12-05 0:00
SO72399,465,1,24.49,0.6123,2013-12-05 0:00
SO72603,465,1,24.49,0.6123,2013-12-08 0:00
SO72668,467,1,24.49,0.6123,2013-12-09 0:00
SO72698,467,1,24.49,0.6123,2013-12-09 0:00
SO72929,463,1,24.49,0.6123,2013-12-12 0:00
SO73441,463,1,24.49,0.6123,2013-12-19 0:00
SO73491,465,1,24.49,0.6123,2013-12-19 0:00
SO73610,463,1,24.49,0.6123,2013-12-21 0:00
SO73911,463,1,24.49,0.6123,2013-12-25 0:00
SO73997,465,1,24.49,0.6123,2013-12-26 0:00
SO74046,465,1,24.49,0.6123,2013-12-27 0:00
SO74731,465,1,24.49,0.6123,2014-01-16 0:00
SO74827,465,1,24.49,0.6123,2014-01-19 0:00
SO51486,222,1,34.99,0.8748,2013-01-16 0:00
SO52318,222,1,34.99,0.8748,2013-02-05 0:00
SO52922,222,1,34.99,0.8748,2013-02-17 0:00
SO53054,222,1,34.99,0.8748,2013-02-20 0:00
SO53056,222,1,34.99,0.8748,2013-02-20 0:00
SO53756,222,1,34.99,0.8748,2013-03-02 0:00
SO53823,222,1,34.99,0.8748,2013-03-03 0:00
SO53870,222,1,34.99,0.8748,2013-03-04 0:00
SO55018,222,1,34.99,0.8748,2013-03-25 0:00
SO56058,222,1,34.99,0.8748,2013-04-11 0:00
SO56076,222,1,34.99,0.8748,2013-04-12 0:00
SO56501,222,1,34.99,0.8748,2013-04-20 0:00
SO57464,222,1,34.99,0.8748,2013-05-04 0:00
SO57740,222,1,34.99,0.8748,2013-05-09 0:00
SO57828,222,1,34.99,0.8748,2013-05-11 0:00
SO58175,222,1,34.99,0.8748,2013-05-17 0:00
SO59240,222,1,34.99,0.8748,2013-06-01 0:00
SO59255,222,1,34.99,0.8748,2013-06-01 0:00
SO59335,222,1,34.99,0.8748,2013-06-02 0:00
SO59475,222,1,34.99,0.8748,2013-06-04 0:00
SO59746,222,1,34.99,0.8748,2013-06-08 0:00
SO59893,222,1,34.99,0.8748,2013-06-10 0:00
SO59955,222,1,34.99,0.8748,2013-06-11 0:00
SO60064,222,1,34.99,0.8748,2013-06-13 0:00
SO60228,222,1,34.99,0.8748,2013-06-15 0:00
SO60293,222,1,34.99,0.8748,2013-06-16 0:00
SO63096,222,1,34.99,0.8748,2013-07-30 0:00
SO63342,222,1,34.99,0.8748,2013-07-31 0:00
SO63805,222,1,34.99,0.8748,2013-08-07 0:00
SO63807,222,1,34.99,0.8748,2013-08-07 0:00
SO64574,222,1,34.99,0.8748,2013-08-19 0:00
SO64839,222,1,34.99,0.8748,2013-08-23 0:00
SO66068,222,1,34.99,0.8748,2013-09-09 0:00
SO66253,222,1,34.99,0.8748,2013-09-12 0:00
SO66555,222,1,34.99,0.8748,2013-09-17 0:00
SO66823,222,1,34.99,0.8748,2013-09-21 0:00
SO66995,222,1,34.99,0.8748,2013-09-24 0:00
SO67565,222,1,34.99,0.8748,2013-10-01 0:00
SO67885,222,1,34.99,0.8748,2013-10-06 0:00
SO68379,222,1,34.99,0.8748,2013-10-14 0:00
SO68832,222,1,34.99,0.8748,2013-10-21 0:00
SO68926,222,1,34.99,0.8748,2013-10-22 0:00
SO69701,222,1,34.99,0.8748,2013-10-30 0:00
SO69786,222,1,34.99,0.8748,2013-10-31 0:00
SO69929,222,1,34.99,0.8748,2013-11-02 0:00
SO69937,222,1,34.99,0.8748,2013-11-02 0:00
SO70063,222,1,34.99,0.8748,2013-11-04 0:00
SO70145,222,1,34.99,0.8748,2013-11-05 0:00
SO70639,222,1,34.99,0.8748,2013-11-12 0:00
SO70737,222,1,34.99,0.8748,2013-11-13 0:00
SO71327,222,1,34.99,0.8748,2013-11-22 0:00
SO71336,222,1,34.99,0.8748,2013-11-22 0:00
SO71683,222,1,34.99,0.8748,2013-11-27 0:00
SO71979,222,1,34.99,0.8748,2013-11-29 0:00
SO72176,222,1,34.99,0.8748,2013-12-02 0:00
SO72427,222,1,34.99,0.8748,2013-12-05 0:00
SO73233,222,1,34.99,0.8748,2013-12-16 0:00
SO74085,222,1,34.99,0.8748,2013-12-27 0:00
SO51325,217,1,34.99,0.8748,2013-01-06 0:00
SO51919,217,1,34.99,0.8748,2013-01-28 0:00
SO52342,217,1,34.99,0.8748,2013-02-06 0:00
SO52400,217,1,34.99,0.8748,2013-02-07 0:00
SO53120,217,1,34.99,0.8748,2013-02-21 0:00
SO53706,217,1,34.99,0.8748,2013-03-01 0:00
SO54644,217,1,34.99,0.8748,2013-03-18 0:00
SO55088,217,1,34.99,0.8748,2013-03-26 0:00
SO55229,217,1,34.99,0.8748,2013-03-29 0:00
SO55417,217,1,34.99,0.8748,2013-03-31 0:00
SO55953,217,1,34.99,0.8748,2013-04-09 0:00
SO56477,217,1,34.99,0.8748,2013-04-19 0:00
SO56836,217,1,34.99,0.8748,2013-04-26 0:00
SO56940,217,1,34.99,0.8748,2013-04-28 0:00
SO57476,217,1,34.99,0.8748,2013-05-04 0:00
SO57630,217,1,34.99,0.8748,2013-05-07 0:00
SO58013,217,1,34.99,0.8748,2013-05-14 0:00
SO58118,217,1,34.99,0.8748,2013-05-16 0:00
SO58185,217,1,34.99,0.8748,2013-05-17 0:00
SO58527,217,1,34.99,0.8748,2013-05-23 0:00
SO59256,217,1,34.99,0.8748,2013-06-01 0:00
SO59565,217,1,34.99,0.8748,2013-06-05 0:00
SO59622,217,1,34.99,0.8748,2013-06-06 0:00
SO59637,217,1,34.99,0.8748,2013-06-06 0:00
SO59688,217,1,34.99,0.8748,2013-06-07 0:00
SO60307,217,1,34.99,0.8748,2013-06-16 0:00
SO60693,217,1,34.99,0.8748,2013-06-22 0:00
SO60753,217,1,34.99,0.8748,2013-06-23 0:00
SO61155,217,1,34.99,0.8748,2013-06-29 0:00
SO61411,217,1,34.99,0.8748,2013-07-02 0:00
SO61852,217,1,34.99,0.8748,2013-07-09 0:00
SO62012,217,1,34.99,0.8748,2013-07-12 0:00
SO62129,217,1,34.99,0.8748,2013-07-14 0:00
SO62436,217,1,34.99,0.8748,2013-07-19 0:00
SO62686,217,1,34.99,0.8748,2013-07-23 0:00
SO62994,217,1,34.99,0.8748,2013-07-28 0:00
SO63469,217,1,34.99,0.8748,2013-08-02 0:00
SO63613,217,1,34.99,0.8748,2013-08-04 0:00
SO63969,217,1,34.99,0.8748,2013-08-10 0:00
SO64099,217,1,34.99,0.8748,2013-08-12 0:00
SO64427,217,1,34.99,0.8748,2013-08-17 0:00
SO64514,217,1,34.99,0.8748,2013-08-18 0:00
SO64836,217,1,34.99,0.8748,2013-08-23 0:00
SO64847,217,1,34.99,0.8748,2013-08-23 0:00
SO65062,217,1,34.99,0.8748,2013-08-27 0:00
SO65131,217,1,34.99,0.8748,2013-08-28 0:00
SO65386,217,1,34.99,0.8748,2013-08-29 0:00
SO65790,217,1,34.99,0.8748,2013-09-05 0:00
SO66477,217,1,34.99,0.8748,2013-09-16 0:00
SO66755,217,1,34.99,0.8748,2013-09-20 0:00
SO67008,217,1,34.99,0.8748,2013-09-24 0:00
SO67831,217,1,34.99,0.8748,2013-10-05 0:00
SO68324,217,1,34.99,0.8748,2013-10-13 0:00
SO68528,217,1,34.99,0.8748,2013-10-16 0:00
SO68613,217,1,34.99,0.8748,2013-10-17 0:00
SO68671,217,1,34.99,0.8748,2013-10-18 0:00
SO68726,217,1,34.99,0.8748,2013-10-19 0:00
SO68927,217,1,34.99,0.8748,2013-10-22 0:00
SO70351,217,1,34.99,0.8748,2013-11-08 0:00
SO70424,217,1,34.99,0.8748,2013-11-09 0:00
SO70562,217,1,34.99,0.8748,2013-11-11 0:00
SO70899,217,1,34.99,0.8748,2013-11-16 0:00
SO71013,217,1,34.99,0.8748,2013-11-17 0:00
SO71760,217,1,34.99,0.8748,2013-11-28 0:00
SO72401,217,1,34.99,0.8748,2013-12-05 0:00
SO72429,217,1,34.99,0.8748,2013-12-05 0:00
SO72692,217,1,34.99,0.8748,2013-12-09 0:00
SO72712,217,1,34.99,0.8748,2013-12-09 0:00
SO72717,217,1,34.99,0.8748,2013-12-09 0:00
SO72768,217,1,34.99,0.8748,2013-12-10 0:00
SO73165,217,1,34.99,0.8748,2013-12-15 0:00
SO73705,217,1,34.99,0.8748,2013-12-22 0:00
SO73932,217,1,34.99,0.8748,2013-12-25 0:00
SO73990,217,1,34.99,0.8748,2013-12-26 0:00
SO74753,217,1,34.99,0.8748,2014-01-16 0:00
SO75059,217,1,34.99,0.8748,2014-01-26 0:00
SO51309,214,1,34.99,0.8748,2013-01-05 0:00
SO51404,214,1,34.99,0.8748,2013-01-10 0:00
SO51437,214,1,34.99,0.8748,2013-01-12 0:00
SO51590,214,1,34.99,0.8748,2013-01-22 0:00
SO52011,214,1,34.99,0.8748,2013-01-30 0:00
SO52396,214,1,34.99,0.8748,2013-02-07 0:00
SO52653,214,1,34.99,0.8748,2013-02-12 0:00
SO53055,214,1,34.99,0.8748,2013-02-20 0:00
SO54141,214,1,34.99,0.8748,2013-03-09 0:00
SO54233,214,1,34.99,0.8748,2013-03-11 0:00
SO54572,214,1,34.99,0.8748,2013-03-17 0:00
SO54803,214,1,34.99,0.8748,2013-03-21 0:00
SO55376,214,1,34.99,0.8748,2013-03-30 0:00
SO55731,214,1,34.99,0.8748,2013-04-05 0:00
SO55805,214,1,34.99,0.8748,2013-04-06 0:00
SO56007,214,1,34.99,0.8748,2013-04-10 0:00
SO56167,214,1,34.99,0.8748,2013-04-13 0:00
SO56523,214,1,34.99,0.8748,2013-04-20 0:00
SO56690,214,1,34.99,0.8748,2013-04-23 0:00
SO57237,214,1,34.99,0.8748,2013-04-30 0:00
SO57354,214,1,34.99,0.8748,2013-05-02 0:00
SO58069,214,1,34.99,0.8748,2013-05-15 0:00
SO58395,214,1,34.99,0.8748,2013-05-21 0:00
SO58653,214,1,34.99,0.8748,2013-05-26 0:00
SO59261,214,1,34.99,0.8748,2013-06-01 0:00
SO59263,214,1,34.99,0.8748,2013-06-01 0:00
SO59380,214,1,34.99,0.8748,2013-06-03 0:00
SO59397,214,1,34.99,0.8748,2013-06-03 0:00
SO59540,214,1,34.99,0.8748,2013-06-05 0:00
SO59546,214,1,34.99,0.8748,2013-06-05 0:00
SO59968,214,1,34.99,0.8748,2013-06-11 0:00
SO60299,214,1,34.99,0.8748,2013-06-16 0:00
SO60365,214,1,34.99,0.8748,2013-06-17 0:00
SO60472,214,1,34.99,0.8748,2013-06-19 0:00
SO60662,214,1,34.99,0.8748,2013-06-22 0:00
SO60874,214,1,34.99,0.8748,2013-06-25 0:00
SO61915,214,1,34.99,0.8748,2013-07-10 0:00
SO62331,214,1,34.99,0.8748,2013-07-17 0:00
SO62682,214,1,34.99,0.8748,2013-07-23 0:00
SO62919,214,1,34.99,0.8748,2013-07-27 0:00
SO62995,214,1,34.99,0.8748,2013-07-28 0:00
SO63355,214,1,34.99,0.8748,2013-07-31 0:00
SO63662,214,1,34.99,0.8748,2013-08-05 0:00
SO63680,214,1,34.99,0.8748,2013-08-05 0:00
SO63742,214,1,34.99,0.8748,2013-08-06 0:00
SO64713,214,1,34.99,0.8748,2013-08-21 0:00
SO64767,214,1,34.99,0.8748,2013-08-22 0:00
SO64891,214,1,34.99,0.8748,2013-08-24 0:00
SO65552,214,1,34.99,0.8748,2013-09-01 0:00
SO66142,214,1,34.99,0.8748,2013-09-10 0:00
SO67055,214,1,34.99,0.8748,2013-09-25 0:00
SO67067,214,1,34.99,0.8748,2013-09-25 0:00
SO67397,214,1,34.99,0.8748,2013-09-29 0:00
SO68258,214,1,34.99,0.8748,2013-10-12 0:00
SO68380,214,1,34.99,0.8748,2013-10-14 0:00
SO68996,214,1,34.99,0.8748,2013-10-23 0:00
SO69077,214,1,34.99,0.8748,2013-10-24 0:00
SO69851,214,1,34.99,0.8748,2013-11-01 0:00
SO70134,214,1,34.99,0.8748,2013-11-05 0:00
SO70423,214,1,34.99,0.8748,2013-11-09 0:00
SO70564,214,1,34.99,0.8748,2013-11-11 0:00
SO70810,214,1,34.99,0.8748,2013-11-14 0:00
SO71009,214,1,34.99,0.8748,2013-11-17 0:00
SO71056,214,1,34.99,0.8748,2013-11-18 0:00
SO71082,214,1,34.99,0.8748,2013-11-18 0:00
SO71480,214,1,34.99,0.8748,2013-11-24 0:00
SO71640,214,1,34.99,0.8748,2013-11-27 0:00
SO71717,214,1,34.99,0.8748,2013-11-28 0:00
SO71735,214,1,34.99,0.8748,2013-11-28 0:00
SO72380,214,1,34.99,0.8748,2013-12-05 0:00
SO72571,214,1,34.99,0.8748,2013-12-07 0:00
SO73166,214,1,34.99,0.8748,2013-12-15 0:00
SO73561,214,1,34.99,0.8748,2013-12-20 0:00
SO73572,214,1,34.99,0.8748,2013-12-20 0:00
SO74084,214,1,34.99,0.8748,2013-12-27 0:00
SO51219,217,1,34.99,0.8748,2012-12-30 0:00
SO51308,484,1,7.95,0.1988,2013-01-05 0:00
SO51344,237,1,49.99,1.2498,2013-01-07 0:00
SO51370,479,1,8.99,0.2248,2013-01-08 0:00
SO51437,237,1,49.99,1.2498,2013-01-12 0:00
SO51469,480,1,2.29,0.0573,2013-01-15 0:00
SO51488,486,1,159,3.975,2013-01-16 0:00
SO52010,486,1,159,3.975,2013-01-30 0:00
SO52232,222,1,34.99,0.8748,2013-02-04 0:00
SO52301,491,1,53.99,1.3498,2013-02-05 0:00
SO52342,228,1,49.99,1.2498,2013-02-06 0:00
SO52360,471,1,63.5,1.5875,2013-02-06 0:00
SO52400,237,1,49.99,1.2498,2013-02-07 0:00
SO52443,225,1,8.99,0.2248,2013-02-08 0:00
SO52998,467,1,24.49,0.6123,2013-02-19 0:00
SO53327,481,1,8.99,0.2248,2013-02-25 0:00
SO53852,477,1,4.99,0.1248,2013-03-04 0:00
SO54299,484,1,7.95,0.1988,2013-03-12 0:00
SO54305,231,1,49.99,1.2498,2013-03-12 0:00
SO54308,222,1,34.99,0.8748,2013-03-12 0:00
SO54572,228,1,49.99,1.2498,2013-03-17 0:00
SO54803,465,1,24.49,0.6123,2013-03-21 0:00
SO55018,465,1,24.49,0.6123,2013-03-25 0:00
SO55108,477,1,4.99,0.1248,2013-03-27 0:00
SO55593,222,1,34.99,0.8748,2013-04-03 0:00
SO55595,487,1,54.99,1.3748,2013-04-03 0:00
SO55790,477,1,4.99,0.1248,2013-04-06 0:00
SO56173,484,1,7.95,0.1988,2013-04-13 0:00
SO56313,483,1,120,3,2013-04-16 0:00
SO56523,234,1,49.99,1.2498,2013-04-20 0:00
SO57285,484,1,7.95,0.1988,2013-05-01 0:00
SO57353,478,1,9.99,0.2498,2013-05-02 0:00
SO57356,225,1,8.99,0.2248,2013-05-02 0:00
SO57464,228,1,49.99,1.2498,2013-05-04 0:00
SO57732,484,1,7.95,0.1988,2013-05-09 0:00
SO57992,478,1,9.99,0.2498,2013-05-14 0:00
SO58069,467,1,24.49,0.6123,2013-05-15 0:00
SO58171,225,1,8.99,0.2248,2013-05-17 0:00
SO58179,225,1,8.99,0.2248,2013-05-17 0:00
SO58373,477,1,4.99,0.1248,2013-05-21 0:00
SO58396,222,1,34.99,0.8748,2013-05-21 0:00
SO58527,471,1,63.5,1.5875,2013-05-23 0:00
SO59116,214,1,34.99,0.8748,2013-05-30 0:00
SO59161,477,1,4.99,0.1248,2013-05-31 0:00
SO59319,482,1,8.99,0.2248,2013-06-02 0:00
SO59475,465,1,24.49,0.6123,2013-06-04 0:00
SO59688,488,1,53.99,1.3498,2013-06-07 0:00
SO59893,465,1,24.49,0.6123,2013-06-10 0:00
SO59955,463,1,24.49,0.6123,2013-06-11 0:00
SO60063,483,1,120,3,2013-06-13 0:00
SO60233,478,1,9.99,0.2498,2013-06-15 0:00
SO60299,231,1,49.99,1.2498,2013-06-16 0:00
SO60511,234,1,49.99,1.2498,2013-06-19 0:00
SO60662,465,1,24.49,0.6123,2013-06-22 0:00
SO60693,228,1,49.99,1.2498,2013-06-22 0:00
SO60787,225,1,8.99,0.2248,2013-06-24 0:00
SO60941,222,1,34.99,0.8748,2013-06-26 0:00
SO61148,225,1,8.99,0.2248,2013-06-29 0:00
SO61155,463,1,24.49,0.6123,2013-06-29 0:00
SO61409,481,1,8.99,0.2248,2013-07-02 0:00
SO61412,477,1,4.99,0.1248,2013-07-02 0:00
SO61465,490,1,53.99,1.3498,2013-07-03 0:00
SO61531,484,1,7.95,0.1988,2013-07-04 0:00
SO61635,467,1,24.49,0.6123,2013-07-06 0:00
SO61836,214,1,34.99,0.8748,2013-07-09 0:00
SO61838,225,1,8.99,0.2248,2013-07-09 0:00
SO62002,488,1,53.99,1.3498,2013-07-12 0:00
SO62129,234,1,49.99,1.2498,2013-07-14 0:00
SO62210,487,1,54.99,1.3748,2013-07-15 0:00
SO62213,490,1,53.99,1.3498,2013-07-15 0:00
SO62377,483,1,120,3,2013-07-18 0:00
SO62381,225,1,8.99,0.2248,2013-07-18 0:00
SO62385,237,1,49.99,1.2498,2013-07-18 0:00
SO62436,237,1,49.99,1.2498,2013-07-19 0:00
SO62447,217,1,34.99,0.8748,2013-07-19 0:00
SO62682,234,1,49.99,1.2498,2013-07-23 0:00
SO62804,480,1,2.29,0.0573,2013-07-25 0:00
SO62984,477,1,4.99,0.1248,2013-07-28 0:00
