ID_Produto,Nome_Produto,Preco_Produto,Tamanho_Produto,Peso_Produto,Modelo,Status,ID_Subcategoria
504,"LL Touring Frame - Blue, 58",333.42,58,3.16,LL Touring Frame,Current,16
505,"LL Touring Frame - Blue, 62",333.42,62,3.2,LL Touring Frame,Current,16
510,"LL Touring Frame - Blue, 44",333.42,44,3.02,LL Touring Frame,Current,16
511,"ML Mountain Frame-W - Silver, 40",364.09,40,2.77,ML Mountain Frame-W,Current,12
512,"ML Mountain Frame-W - Silver, 42",364.09,42,2.81,ML Mountain Frame-W,Current,12
513,"ML Mountain Frame-W - Silver, 46",364.09,46,2.85,ML Mountain Frame-W,Current,12
514,Rear Brakes,106.5,,317,Rear Brakes,Current,6
524,"LL Mountain Frame - Silver, 42",264.05,42,2.92,LL Mountain Frame,Current,12
525,"LL Mountain Frame - Silver, 44",264.05,44,2.96,LL Mountain Frame,Current,12
526,"LL Mountain Frame - Silver, 48",264.05,48,3,LL Mountain Frame,Current,12
527,"LL Mountain Frame - Silver, 52",264.05,52,3.04,LL Mountain Frame,Current,12
531,"LL Mountain Frame - Black, 42",249.79,42,2.92,LL Mountain Frame,Current,12
532,"LL Mountain Frame - Black, 44",249.79,44,2.96,LL Mountain Frame,Current,12
533,"LL Mountain Frame - Black, 48",249.79,48,3,LL Mountain Frame,Current,12
534,"LL Mountain Frame - Black, 52",249.79,52,3.04,LL Mountain Frame,Current,12
552,Front Derailleur,91.49,,88,Front Derailleur,Current,9
555,Front Brakes,106.5,,317,Front Brakes,Current,6
556,LL Crankset,175.49,,600,LL Crankset,Current,8
557,ML Crankset,256.49,,635,ML Crankset,Current,8
558,HL Crankset,404.99,,575,HL Crankset,Current,8
601,LL Bottom Bracket,53.99,,223,LL Bottom Bracket,Current,5
602,ML Bottom Bracket,101.24,,168,ML Bottom Bracket,Current,5
603,HL Bottom Bracket,121.49,,170,HL Bottom Bracket,Current,5
180,LL Mountain Rim,,,435,,Current,
181,ML Mountain Rim,,,450,,Current,
182,HL Mountain Rim,,,400,,Current,
183,LL Road Rim,,,445,,Current,
184,ML Road Rim,,,450,,Current,
185,HL Road Rim,,,400,,Current,
186,Touring Rim,,,460,,Current,
591,"Mountain-500 Silver, 40",564.99,40,27.35,Mountain-500,Current,1
592,"Mountain-500 Silver, 42",564.99,42,27.77,Mountain-500,Current,1
593,"Mountain-500 Silver, 44",564.99,44,28.13,Mountain-500,Current,1
594,"Mountain-500 Silver, 48",564.99,48,28.42,Mountain-500,Current,1
595,"Mountain-500 Silver, 52",564.99,52,28.68,Mountain-500,Current,1
596,"Mountain-500 Black, 40",539.99,40,27.35,Mountain-500,Current,1
597,"Mountain-500 Black, 42",539.99,42,27.77,Mountain-500,Current,1
598,"Mountain-500 Black, 44",539.99,44,28.13,Mountain-500,Current,1
599,"Mountain-500 Black, 48",539.99,48,28.42,Mountain-500,Current,1
600,"Mountain-500 Black, 52",539.99,52,28.68,Mountain-500,Current,1
